0.000360 	 0.371159 	 0.732080 
0.000480 	 -0.185049 	 0.729416 
0.000600 	 -1.435686 	 0.705064 
0.000720 	 -3.404120 	 0.659452 
0.000840 	 -6.082452 	 0.594191 
0.000960 	 -9.448099 	 0.513145 
0.001080 	 -13.461110 	 0.422578 
0.001200 	 -18.064030 	 0.330331 
0.001320 	 -23.195192 	 0.244079 
0.001440 	 -28.825346 	 0.169604 
0.001560 	 -35.026345 	 0.109937 
0.001740 	 -46.313059 	 0.048620 
0.002040 	 74.435201 	 0.006247 
0.002340 	 -13.218391 	 0.005999 
0.002640 	 -10.325104 	 0.003962 
0.002940 	 10.095312 	 0.001516 
0.003240 	 -52.672848 	 0.000578 
0.003940 	 -3.253413 	 0.000760 
0.004640 	 -43.023985 	 0.000146 
